Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
real-rose-alcohol-free-deodorant-spray-200ml-pack-of-1-cvgh326ikj45u7o54cmg,Real Rose Alcohol Free DeoDorant Spray 200ml (Pack of 1),"<p>Various facets of the floral world are infused to bring alive this sensuously charming fragrance.</p>
",6255,,Perfumes,"",true,color,1 Pc,,size,1 Pc,,,,,DS097416,0.0,shopify,deny,manual,589.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621805669-79.jpg?v=1780816773,1,"",false,,,,kg,,289.00,active
real-rose-alcohol-free-deodorant-spray-200ml-pack-of-1-cvgh326ikj45u7o54cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621346479-79.jpg?v=1780816772,2,"",,,,,,,,
real-rose-alcohol-free-deodorant-spray-200ml-pack-of-1-cvgh326ikj45u7o54cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621549390-79.jpg?v=1780816772,3,"",,,,,,,,
real-rose-alcohol-free-deodorant-spray-200ml-pack-of-1-cvgh326ikj45u7o54cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621650758-79.jpg?v=1780816771,4,"",,,,,,,,
h2o-alcohol-free-deodorant-spray-200ml-pack-of-2-cvgh326ikj45u7o54ce0,H2O Alcohol Free DeoDorant Spray 200ml (Pack of 2),"<p>A very calm aroma with aquatic notes that remind us of an ocean breeze, the cool sea- water, fruits and woods. Top notes are luscious, cool and aquatic with citrus, honeydew melon, quince, pineapple, lotus and lily. Heart notes are gentle flowers; may rose, jasmine and muguet. Base notes are musk, vanilla, peach, sandalwood, orris and vetiver.Product information</p>
",6255,,Perfumes,"",true,size,2 Pcs,,color,2 Pcs,,,,,DS097399,0.0,shopify,deny,manual,1099.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621805812-62.jpg?v=1780816762,1,"",false,,,,kg,,419.00,active
h2o-alcohol-free-deodorant-spray-200ml-pack-of-2-cvgh326ikj45u7o54ce0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621346868-62.jpg?v=1780816762,2,"",,,,,,,,
h2o-alcohol-free-deodorant-spray-200ml-pack-of-2-cvgh326ikj45u7o54ce0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621549683-62.jpg?v=1780816762,3,"",,,,,,,,
h2o-alcohol-free-deodorant-spray-200ml-pack-of-2-cvgh326ikj45u7o54ce0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742621650889-62.jpg?v=1780816762,4,"",,,,,,,,
acne-soap-face-back-body-acne-wash-anti-acne-pimple-pack-of-3-d0o35olubodb42gu39o0,"Acne Soap | Face, Back & Body Acne Wash | Anti Acne & Pimple Pack of 3","<p>The soap is gentle formula which is an antibacterial soap that helps in removing acne, soothing skin, nourishing and antiseptic purposes while washing or bathing. For a vibrant and clear looking appearance.</p>
<p>The soap gently but effectively cleanses and conditions the skin to provide a soft and rich feel; it helps make the skin healthy and radiant.</p>
<p>Suitable for face, back and body acne prone skin.</p>
<p>The deep cleansing effect will remove impurities and remove excess oil.</p>
<p>Acne Soap controls the sebum and removes excess oil from the skin leaving the skin clean.</p>
",4485,,Shaving Soap,"",true,color,Pack of 3,,size,Pack of 3,,,,,DS099527,0.0,shopify,deny,manual,1599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1747988736259-8.jpg?v=1780816644,1,"",false,,,,kg,,420.00,active
acne-soap-face-back-body-acne-wash-anti-acne-pimple-pack-of-3-d0o35olubodb42gu39o0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1747988879261-8.jpg?v=1780816644,2,"",,,,,,,,
acne-soap-face-back-body-acne-wash-anti-acne-pimple-pack-of-3-d0o35olubodb42gu39o0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1747988879225-23.jpg?v=1780816644,3,"",,,,,,,,
acne-soap-face-back-body-acne-wash-anti-acne-pimple-pack-of-3-d0o35olubodb42gu39o0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1747988879133-38.jpg?v=1780816644,4,"",,,,,,,,
niacinamide-with-extract-of-glycolic-acid-deep-cleanser-for-glowing-oily-skin-face-wash-200-ml-cv8p6sq59o3h4p4k7p00,"Niacinamide with Extract of Glycolic Acid – Deep Cleanser for Glowing, Oily Skin Face Wash (200 ml)","<p>Glow with Smlkh Niacinamide Face Wash with Glycolic Acid – especially formulated to deeply cleanse and refresh your skin. This unique face marshland combines the power of Niacinamide and Glycolic Acid, designed to combat redundant oil painting, contaminations, and mars, leaving your skin soft, smooth, and glowing .This 2% niacinamide oily skin cleanser is both for men and women . Ideal for unctuous skin, it gently exfoliates, removing dead skin cells, while maintaining the skin’s essential humidity balance. Niacinamide helps reduce greenishness, buck up dark spots, and indeed skin tone, making your face feel good. This niacinamide face wash for oily skin &amp; effectively removes dirt, redundant oil painting, and makeup without stripping down your skin’s natural humidity. Glycolic acid face wash Face Wash with Niacinamide extract for a deep, thorough cleanse that leaves your skin refreshed and radiant all day long.</p>
",20028,,"Creams, Gels & Sprays","",true,color,200ml,,size,200ml,,,,,DS095638,0.0,shopify,deny,manual,495.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741784966794-2.jpg?v=1780816611,1,"",false,,,,kg,,340.00,active
niacinamide-with-extract-of-glycolic-acid-deep-cleanser-for-glowing-oily-skin-face-wash-200-ml-cv8p6sq59o3h4p4k7p00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741784965765-288.jpg?v=1780816611,2,"",,,,,,,,
niacinamide-with-extract-of-glycolic-acid-deep-cleanser-for-glowing-oily-skin-face-wash-200-ml-cv8p6sq59o3h4p4k7p00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741784964694-574.jpg?v=1780816611,3,"",,,,,,,,
niacinamide-with-extract-of-glycolic-acid-deep-cleanser-for-glowing-oily-skin-face-wash-200-ml-cv8p6sq59o3h4p4k7p00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741784965601-860.jpg?v=1780816611,4,"",,,,,,,,
turmeric-face-wash-natural-pack-of-1-150-ml-d26b762q603nf8jccqqg,"Turmeric ðŠð¨ð£ð¢ðœ Face Wash, Natural (Pack of - 1 ) 150 ML","<p>Turmeric ðŠð¨ð£ð¢ðœ Face Wash, Natural (Pack of - 1 ) 150 ML</p>
",1361,,"Cleansing Cloths, Swabs & Wipes","",true,color,1 Pc,,size,1 Pc,,,,,DS101724,0.0,shopify,deny,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429142-wi1_5392caaa-79a1-4cb6-bd71-7d7d18ef54e0.jpg?v=1780816591,1,"",false,,,,kg,,180.00,active
turmeric-face-wash-natural-pack-of-1-150-ml-d26b762q603nf8jccqqg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429127-wi2_080b8738-cb44-474e-887b-bfcce9ef9794.jpg?v=1780816592,2,"",,,,,,,,
turmeric-face-wash-natural-pack-of-1-150-ml-d26b762q603nf8jccqqg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429091-wi3_686e7c5c-0d66-40ab-9557-69efdf2b5214.jpg?v=1780816592,3,"",,,,,,,,
turmeric-face-wash-natural-pack-of-2-150-ml-d26b762q603nf8jccqr0,"Turmeric ðŠð¨ð£ð¢ðœ Face Wash, Natural (Pack of - 2 ) 150 ML","<p>Turmeric ðŠð¨ð£ð¢ðœ Face Wash, Natural (Pack of - 2 ) 150 ML</p>
",1361,,"Cleansing Cloths, Swabs & Wipes","",true,color,2 Pcs,,size,2 Pcs,,,,,DS101725,0.0,shopify,deny,manual,599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429142-wi1_c06e8f71-b3c9-42fd-9f4b-e7bcf4829c20.jpg?v=1780816579,1,"",false,,,,kg,,260.00,active
turmeric-face-wash-natural-pack-of-2-150-ml-d26b762q603nf8jccqr0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429127-wi2_1c127515-ffa9-4a4d-bdd9-e5dde7dfe444.jpg?v=1780816579,2,"",,,,,,,,
turmeric-face-wash-natural-pack-of-2-150-ml-d26b762q603nf8jccqr0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429091-wi3_876facf6-faed-4668-9781-e8409cfc2bda.jpg?v=1780816579,3,"",,,,,,,,
turmeric-face-wash-natural-pack-of-2-150-ml-cvrqq1k71b0jd6tm5q1g,"Turmeric 𝐊𝐨𝐣𝐢𝐜 Face Wash, Natural  (Pack of - 2 ) 150 ML","<p>Turmeric 𝐊𝐨𝐣𝐢𝐜 Face Wash, Natural  (Pack of - 2 ) 150 ML</p>
",5912,,"Cleansing Cloths, Swabs & Wipes","",true,color,2 Pcs,,size,2 Pcs,,,,,DS098462,0.0,shopify,deny,manual,529.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429142-wi1.jpg?v=1780816570,1,"",false,,,,kg,,260.00,active
turmeric-face-wash-natural-pack-of-2-150-ml-cvrqq1k71b0jd6tm5q1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429127-wi2.jpg?v=1780816569,2,"",,,,,,,,
turmeric-face-wash-natural-pack-of-2-150-ml-cvrqq1k71b0jd6tm5q1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1744285429091-wi3.jpg?v=1780816569,3,"",,,,,,,,
ethi-glo-face-wash-pack-of-1-cv4jni8qfbo88b95l2e0,Ethi-Glo Face Wash Pack of 1,"<p>Skin Whitening Deep Cleansing Facial Foam, Paraban Free</p>
",15924,,Face Primer,"",true,Title,Default Title,,,,,,,,DS094252,0.0,shopify,deny,manual,749.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741240662633-12.jpg?v=1780816559,1,"",false,,,,kg,,370.00,active
ethi-glo-face-wash-pack-of-1-cv4jni8qfbo88b95l2e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741240662781-57.jpg?v=1780816559,2,"",,,,,,,,
ethi-glo-face-wash-pack-of-1-cv4jni8qfbo88b95l2e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741240662817-88.jpg?v=1780816559,3,"",,,,,,,,
jamun-glow-face-wash-100-ml-d6l9k1jb0b6s73cjh3s0,Jamun Glow Face Wash 100 ml,"<p>Product Name: Jamun Glow Face Wash 100 mlPackage Contains: Pack of 1Combo: Pack of 1LBH: 16*8*8 CentimetresWeight: 204 gmPacked with antioxidants that help reduce pigmentation, blemishes, and dullness for a visibly even-toned complexion ✨</p>
",18058,,Face Makeup Combo,"",true,color,1 Pcs,,size,1 Pcs,,,,,DS104410,0.0,shopify,deny,manual,329.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-2b12c058-1e3d-496c-910b-554446d918e4.webp?v=1780816546,1,"",false,,,,kg,,165.00,active
jamun-glow-face-wash-100-ml-d6l9k1jb0b6s73cjh3s0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-431d02d8-4033-47b5-8f0a-739dc757d894.webp?v=1780816546,2,"",,,,,,,,
jamun-glow-face-wash-100-ml-d6l9k1jb0b6s73cjh3s0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-9b769bbe-2f3e-4474-93f3-5ce22af58dd7.webp?v=1780816546,3,"",,,,,,,,
jamun-glow-face-wash-100-ml-d6l9k1jb0b6s73cjh3s0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-fa62510e-ce0a-4179-850c-be0d9111bc45.webp?v=1780816547,4,"",,,,,,,,
jamun-glow-face-wash-100-ml-d6l9k1jb0b6s73cjh3s0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-b9dc604d-126d-42ba-9e1e-fb5b92f1e759.webp?v=1780816545,5,"",,,,,,,,
ethi-glo-face-wash-pack-of-2-cv4jni8qfbo88b95l1tg,Ethi-Glo Face Wash Pack of 2,"<p>Skin Whitening Deep Cleansing Facial Foam, Paraban Free</p>
",15924,,Face Primer,"",true,Title,Default Title,,,,,,,,DS094219,0.0,shopify,deny,manual,749.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741240662633-13.jpg?v=1780816534,1,"",false,,,,kg,,,active
ethi-glo-face-wash-pack-of-2-cv4jni8qfbo88b95l1tg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741240662782-58.jpg?v=1780816534,2,"",,,,,,,,
ethi-glo-face-wash-pack-of-2-cv4jni8qfbo88b95l1tg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1741240662818-89.jpg?v=1780816534,3,"",,,,,,,,
beepeptide-rootsoft-dualrelief-cream-pack-of-2-d6imstrm3g0c73chquig,BeePeptide RootSoft DualRelief Cream ( Pack of 2 ),"<p>BeePeptide RootSoft DualRelief Cream ( Pack of 2 )</p>
",16182,,"Creams, Gels & Sprays","",true,color,2 Pcs,,size,2 Pcs,,,,,DS104401,0.0,shopify,deny,manual,599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-f2101fd5-9ba6-48fd-8186-49908d8a4b85.webp?v=1780815668,1,"",false,,,,kg,,,active
beepeptide-rootsoft-dualrelief-cream-pack-of-2-d6imstrm3g0c73chquig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-6459d9f7-c1e4-4e62-bbf9-646278d6d893.webp?v=1780815669,2,"",,,,,,,,
beepeptide-rootsoft-dualrelief-cream-pack-of-2-d6imstrm3g0c73chquig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-55742b4c-3f56-4209-bb3c-17ca0e8c3466.webp?v=1780815668,3,"",,,,,,,,
beepeptide-rootsoft-dualrelief-cream-pack-of-2-d6imstrm3g0c73chquig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-4fbf1dfa-b0e4-4da4-8446-10bf1ba746c3.webp?v=1780815669,4,"",,,,,,,,
viticlear-bee-venom-cream-pack-of-2-d6imstrm3g0c73chqui0,VitiClear Bee Venom Cream ( Pack of 2 ),"<p>VitiClear Bee Venom Cream ( Pack of 2 )</p>
",16182,,"Creams, Gels & Sprays","",true,color,2 Pcs,,size,2 Pcs,,,,,DS104400,0.0,shopify,deny,manual,349.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-12516b7f-16c0-4ccb-9a68-b1cb5e34a4c1.webp?v=1780815655,1,"",false,,,,kg,,,active
viticlear-bee-venom-cream-pack-of-2-d6imstrm3g0c73chqui0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-8dae2c59-1d50-4063-a6b8-c82400628194.webp?v=1780815655,2,"",,,,,,,,
viticlear-bee-venom-cream-pack-of-2-d6imstrm3g0c73chqui0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-4cb8a9b7-4f5c-4d0e-a133-fe93354c26c8.webp?v=1780815655,3,"",,,,,,,,
viticlear-bee-venom-cream-pack-of-2-d6imstrm3g0c73chqui0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-e1447a91-c182-4b56-b958-194f865b31e2.webp?v=1780815655,4,"",,,,,,,,
viticlear-bee-venom-cream-pack-of-2-d6imstrm3g0c73chqui0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-8830a2e5-9555-4114-9df9-8e7c16a185c8.webp?v=1780815655,5,"",,,,,,,,
kaivora-glow-clean-whitening-face-wash-d1tq3q8ikbq4e9k91cmg,Kaivora Glow & Clean Whitening Face wash,"<p>Kaivora Glow &amp; Clean Whitening Face wash</p>
",18058,,"Creams, Gels & Sprays","",true,color,50 g,,size,50 g,,,,,DS101094,0.0,shopify,deny,manual,599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-cb2dbf8a-cc82-4da4-970e-b26756f02345.webp?v=1780815590,1,"",false,,,,kg,,125.00,active
kaivora-glow-clean-whitening-face-wash-d1tq3q8ikbq4e9k91cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-25624055-5eff-480f-9a5c-855b074b0159.webp?v=1780815590,2,"",,,,,,,,
kaivora-glow-clean-whitening-face-wash-d1tq3q8ikbq4e9k91cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-eb6206b4-d273-4dcd-8a04-dae07974c241.webp?v=1780815590,3,"",,,,,,,,
kaivora-glow-clean-whitening-face-wash-d1tq3q8ikbq4e9k91cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-6a11b449-c2f6-4b88-9b76-b006d1f22c19.webp?v=1780815590,4,"",,,,,,,,
kaivora-glow-clean-whitening-face-wash-d1tq3q8ikbq4e9k91cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-2ae8e5c6-b728-4071-8c7b-3118c9b8eb4c.webp?v=1780815590,5,"",,,,,,,,
kaivora-glow-clean-whitening-face-wash-d1tq3q8ikbq4e9k91cmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/cmimgopt-cb9e78b0-5a27-4720-b69a-f7f9afd4fac3.webp?v=1780815590,6,"",,,,,,,,
men-s-nude-makeup-cream-cumudm0s72p802fa557g,Men's Nude Makeup Cream,"<p>Men's Nude Makeup Cream</p>
",16182,,"Creams, Gels & Sprays","",true,Title,Default Title,,,,,,,,DS091925,0.0,shopify,deny,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449210243-8.jpg?v=1780815579,1,"",false,,,,kg,,185.00,active
men-s-nude-makeup-cream-cumudm0s72p802fa557g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209814-36.jpg?v=1780815579,2,"",,,,,,,,
men-s-nude-makeup-cream-cumudm0s72p802fa557g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209528-64.jpg?v=1780815579,3,"",,,,,,,,
men-s-nude-makeup-cream-cumudm0s72p802fa557g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209246-92.jpg?v=1780815579,4,"",,,,,,,,
moisturize-exfoliate-cream-cumudm0s72p802fa5580,Moisturize & Exfoliate Cream,"<p>Moisturize &amp; Exfoliate Cream</p>
",16182,,"Creams, Gels & Sprays","",true,Title,Default Title,,,,,,,,DS091926,0.0,shopify,deny,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449210254-9.jpg?v=1780815564,1,"",false,,,,kg,,180.00,active
moisturize-exfoliate-cream-cumudm0s72p802fa5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209839-37.jpg?v=1780815565,2,"",,,,,,,,
moisturize-exfoliate-cream-cumudm0s72p802fa5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209551-65.jpg?v=1780815565,3,"",,,,,,,,
moisturize-exfoliate-cream-cumudm0s72p802fa5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209258-93.jpg?v=1780815564,4,"",,,,,,,,
antibacterial-cream-cumudm0s72p802fa5570,Antibacterial Cream,"<p>Antibacterial Cream</p>
",16182,,"Creams, Gels & Sprays","",true,Title,Default Title,,,,,,,,DS091924,0.0,shopify,deny,manual,599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449210231-7.jpg?v=1780815550,1,"",false,,,,kg,,180.00,active
antibacterial-cream-cumudm0s72p802fa5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209948-35.jpg?v=1780815550,2,"",,,,,,,,
antibacterial-cream-cumudm0s72p802fa5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209505-63.jpg?v=1780815550,3,"",,,,,,,,
antibacterial-cream-cumudm0s72p802fa5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1739449209236-91.jpg?v=1780815551,4,"",,,,,,,,
milk-honey-gold-nourishing-hand-body-cream-pack-of-1-cvc01t3r7pthob85vt6g,Milk & Honey Gold Nourishing Hand & Body Cream (Pack of 1),"<p>Milk &amp; Honey Gold Nourishing Hand &amp; Body Cream is an ultra-indulgent, nourishing cream infused with organically sourced extracts of milk and honey. Intensively nourishes hands and body to leave skin soft, supple, fragrant and hydrated all day.</p>
",6255,,"Body Lotions, Creams & Moisturizers","",true,color,White,,size,Pack of 1,,,,,DS096759,0.0,shopify,deny,manual,549.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742200868500-114.jpg?v=1780815540,1,"",false,,,,kg,,369.00,active
milk-honey-gold-nourishing-hand-body-cream-pack-of-1-cvc01t3r7pthob85vt6g,,,,,,,,,White,,,Pack of 2,,,,,DS096760,0.0,shopify,deny,manual,749.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742200868433-287.jpg?v=1780815539,2,"",,,,,kg,,569.00,
milk-honey-gold-nourishing-hand-body-cream-pack-of-1-cvc01t3r7pthob85vt6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742200869653-446.jpg?v=1780815540,3,"",,,,,,,,
milk-honey-gold-nourishing-hand-body-cream-pack-of-1-cvc01t3r7pthob85vt6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1742200867587-602.jpg?v=1780815540,4,"",,,,,,,,
retinol-collagen-complex-day-night-cream-pack-of-2-cspi9t4jpqp60g2i624g,Retinol Collagen Complex Day & Night Cream (Pack of 2),"<p>Product Name: Retinol Collagen Complex Day &amp; Night CreamPackage Contain: Pack OfWeight: 150GmDimensions: 10*10*5</p>
",18307,,Day & Night Cream,"",true,color,White,,,,,,,,DS087041,0.0,shopify,deny,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1731402064140-12.jpg?v=1780815523,1,"",false,,,,kg,,230.00,active
retinol-collagen-complex-day-night-cream-pack-of-2-cspi9t4jpqp60g2i624g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1731402155149-7.jpg?v=1780815523,2,"",,,,,,,,
retinol-collagen-complex-day-night-cream-pack-of-2-cspi9t4jpqp60g2i624g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1731402261623-7.jpg?v=1780815523,3,"",,,,,,,,
dual-barrier-creamy-toner-150ml-d5ad483jbins73d4ga10,Dual Barrier Creamy Toner (150ml),"<p>Dual Barrier Creamy Toner (150ml)</p>
",25560,,Toner,"",true,size,1 Pc,,color,1 Pc,,,,,DS103724,0.0,shopify,deny,manual,249.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1768376932299-35.jpg?v=1780815513,1,"",false,,,,kg,,170.00,active
dual-barrier-creamy-toner-150ml-d5ad483jbins73d4ga10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1768376932389-77.jpg?v=1780815513,2,"",,,,,,,,
dual-barrier-creamy-toner-150ml-d5ad483jbins73d4ga10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1768376932469-119.jpg?v=1780815514,3,"",,,,,,,,
dual-barrier-creamy-toner-150ml-d5ad483jbins73d4ga10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/1768376932532-153.jpg?v=1780815514,4,"",,,,,,,,
